issue_id,issue_type,entity_type,polity_id,polity_name,field_name,selected_value,alternative_values,source_titles,source_urls,note,action_in_v03
issue_republic_beiyang_control,effective_control_dispute,polity,polity_0184,中华民国北京政府,territory_override,北洋中央名义层,皖系、直系、奉系及地方军阀实控区,Encyclopaedia Britannica: Republican China 1911-49|Office of the Historian: The Chinese Revolution of 1949,https://www.britannica.com/place/China/Republican-China-1911-49|https://history.state.gov/milestones/1945-1952/chinese-rev,北京政府的国际代表性不等同于全国稳定实控。,modeled as separate nominal/effective-control polities and documented in confidence_note
issue_republic_civil_war_frontlines,dynamic_frontline,polity,polity_0191,中国共产党解放区,modern_admin_units_raw,1945-1949省级近似,逐县逐月战线变化,Encyclopaedia Britannica: Chinese Civil War|Office of the Historian: The Chinese Revolution of 1949,https://www.britannica.com/event/Chinese-Civil-War|https://history.state.gov/milestones/1945-1952/chinese-rev,国共内战控制区变化迅速，首批以省级/城市事件表达。,modeled as separate nominal/effective-control polities and documented in confidence_note
issue_republic_hongkong,colonial_rule_status,polity,polity_0205,英属香港,polity_type,殖民管治区,1941-1945日占；1945后英方恢复管治,Encyclopaedia Britannica: Hong Kong History|Office of the Historian: Japan Surrenders and World War II Ends,https://www.britannica.com/place/Hong-Kong/History|https://history.state.gov/milestones/1937-1945/japan-surrender,香港在民国时期不属中国政府实际控制，需与中华民国名义层区分。,modeled as separate nominal/effective-control polities and documented in confidence_note
issue_republic_kwantung,foreign_lease_status,polity,polity_0198,日本关东州租借地,modern_admin_units_raw,旅顺/大连一带,辽宁省全域,Encyclopaedia Britannica: Zhanjiang|Encyclopaedia Britannica: Liaodong Peninsula,https://www.britannica.com/place/Zhanjiang|https://www.britannica.com/place/Liaodong-Peninsula,关东州仅为辽东半岛南端租借地，省级边界只是前端兼容近似。,modeled as separate nominal/effective-control polities and documented in confidence_note
issue_republic_macao,colonial_rule_status,polity,polity_0208,葡属澳门,polity_type,殖民管治区,中华民国法理关切与葡萄牙实际管治并存,Encyclopaedia Britannica: Shanghai History|Encyclopaedia Britannica: Tianjin History,https://www.britannica.com/place/Shanghai/History|https://www.britannica.com/place/Tianjin/History,澳门以殖民管治区列入，避免误作国民政府实控。,modeled as separate nominal/effective-control polities and documented in confidence_note
issue_republic_manchukuo,puppet_state_status,polity,polity_0192,满洲国,polity_type,日本扶植傀儡政权/实际控制区,中华民国法理上未承认其主权,Encyclopaedia Britannica: Manchukuo|Encyclopaedia Britannica: Mukden Incident,https://www.britannica.com/place/Manchukuo|https://www.britannica.com/event/Mukden-Incident,满洲国作为实控层加入，避免和中华民国名义层混同。,modeled as separate nominal/effective-control polities and documented in confidence_note
issue_republic_outer_mongolia,sovereignty_control_distinction,polity,polity_0209,外蒙古/蒙古人民共和国,polity_end_year,1949,中华民国1945-1946承认独立；后续政治立场变化不纳入本时段,Encyclopaedia Britannica: Mongolia Between Russia and China|Encyclopaedia Britannica: Mongolia,https://www.britannica.com/place/Mongolia/Between-Russia-and-China|https://www.britannica.com/place/Mongolia,外蒙古1911后事实脱离中国中央政府控制，1945公投与承认需用事件说明。,modeled as separate nominal/effective-control polities and documented in confidence_note
issue_republic_prc_1949_endpoint,year_endpoint_scope,polity,polity_0213,中华人民共和国（1949年成立）,polity_end_year,1949,1950年以后疆域与控制变化,Encyclopaedia Britannica: Chinese Civil War|Office of the Historian: The Chinese Revolution of 1949,https://www.britannica.com/event/Chinese-Civil-War|https://history.state.gov/milestones/1945-1952/chinese-rev,v03 当前只生成到1949，因此中华人民共和国仅作为1949起点层，不延展后续年份。,modeled as separate nominal/effective-control polities and documented in confidence_note
issue_republic_roc_nominal_vs_control,sovereignty_control_distinction,polity,polity_0187,中华民国国民政府（名义层）,modern_admin_units_raw,保留中华民国名义/法理层,实际控制由国统区、日占区、傀儡政权、中共根据地、边疆事实自治政权分列,Encyclopaedia Britannica: Republican China 1911-49|Office of the Historian: The Chinese Revolution of 1949,https://www.britannica.com/place/China/Republican-China-1911-49|https://history.state.gov/milestones/1945-1952/chinese-rev,国民政府名义疆域与1928-1949实际控制差异很大，地图必须同时显示双层事实。,modeled as separate nominal/effective-control polities and documented in confidence_note
issue_republic_shanghai_tianjin_concessions,foreign_concession_status,polity,polity_0202,上海公共租界,modern_admin_units_raw,上海市局部租界,上海市全域,Encyclopaedia Britannica: Shanghai History|Encyclopaedia Britannica: Tianjin History,https://www.britannica.com/place/Shanghai/History|https://www.britannica.com/place/Tianjin/History,租界为城市局部区域，首批以现代直辖市近似，必须在说明中标低置信度。,modeled as separate nominal/effective-control polities and documented in confidence_note
issue_republic_taiwan_1895_1945,cession_retrocession,polity,polity_0197,日本台湾总督府,polity_end_year,1945,1895割让给日本；1945日本投降后中华民国接收,Encyclopaedia Britannica: Taiwan History|Avalon Project: Cairo Communique 1943,https://www.britannica.com/place/Taiwan/History|https://avalon.law.yale.edu/wwii/cairo.asp,台湾、澎湖在1895-1945为日本殖民管治，1945接收事件另列，1949迁台事件另列。,modeled as separate nominal/effective-control polities and documented in confidence_note
issue_republic_tibet,sovereignty_control_distinction,polity,polity_0210,西藏噶厦政权,polity_type,边疆事实自治政权,中华民国名义主张,Encyclopaedia Britannica: Tibet since 1900|Encyclopaedia Britannica: Tibet,https://www.britannica.com/place/Tibet/Tibet-since-1900|https://www.britannica.com/place/Tibet,西藏1912-1949事实自治与中华民国法理主张并列记录。,modeled as separate nominal/effective-control polities and documented in confidence_note
issue_republic_wang_puppet,puppet_state_status,polity,polity_0195,汪精卫南京国民政府,polity_type,日本扶植傀儡政权/实际控制区,重庆国民政府继续代表抗战阵营,Encyclopaedia Britannica: Wang Ching-wei|Encyclopaedia Britannica: Second Sino-Japanese War,https://www.britannica.com/biography/Wang-Ching-wei|https://www.britannica.com/event/Second-Sino-Japanese-War,汪伪政权仅作为占领体系下的实际行政层呈现。,modeled as separate nominal/effective-control polities and documented in confidence_note
issue_republic_xinjiang_three_districts,effective_control_dispute,polity,polity_0212,新疆三区革命政权,modern_admin_units_raw,伊犁、塔城、阿山三区,新疆全省,Encyclopaedia Britannica: Xinjiang|Encyclopaedia Britannica: China,https://www.britannica.com/place/Xinjiang|https://www.britannica.com/place/China,三区革命控制范围是北疆局部，territory override 以全新疆省近似有明显粗化。,modeled as separate nominal/effective-control polities and documented in confidence_note
